article_id,category,sort_order,title,desc,read_time_min,related_task_ids,body_md,subcategory
LIB-063,admin,30,運転免許証の返納と特典,安全と相続手続きを兼ねて,2,,"故人の運転免許証は返納が必要です。期限はありませんが、放置すると更新通知が届き続け、紛失時の不正利用リスクもあります。

## 返納の手続き

警察署または運転免許センターで、故人の免許証、死亡を証明する書類、届出人の本人確認書類、印鑑を持参して返納します。家族が代理で手続き可能です。

自動車を所有していた場合は、同時に名義変更や売却、自動車保険の手続き、自動車税の対応も検討してください（LIB-027参照）。

## 生前自主返納の特典

なお、生前の自主返納には特典があります。**運転経歴証明書**（免許証と同じ身分証明書として使える）の発行と、バス・タクシー料金の割引（自治体・事業者による）が代表例です。手続き料は1,100円程度。

> 高齢のご家族をお持ちの方は、運転に不安を感じる前に話し合っておくと安心です。
",ret
LIB-064,admin,40,マイナンバーカード・通知カードの扱い,原則返納不要だが整理を,2,,"マイナンバー（個人番号）は故人の死亡で失効します。カード本体に法律上の返納義務はありませんが、悪用リスクを避けるため、市町村窓口に持参して破棄処分するのが安心です。

## 番号は忘れない

ただし、**番号自体は忘れないでください**。相続税申告（故人と相続人両方の番号が必要）、故人の準確定申告、銀行口座解約時に求められることがあります。

## わからないときは

番号がわからないときは、役所で「住民票（マイナンバー入り）」を取得すれば確認できます（300円程度）。

## 暗証番号と紐付け

カードの暗証番号がわからないと、リセット手続きが煩雑になります。マイナポイントの未付与分は受け取れず、健康保険証の紐付けも自動的に解除されます。

> 番号は控えを取って、大切な書類と一緒に保管してください。カード本体は破棄処分が安心です。
",ret
LIB-065,admin,50,葬祭費・埋葬料の請求を忘れずに,5万円が戻ってくる,3,RN-D14-03;RN-D14-45,"国保・後期高齢者医療の加入者には「葬祭費」、健康保険の加入者には「埋葬料」が支給されます。**請求しないともらえないお金** です。

## 葬祭費（国保・後期高齢者）

葬祭費は1〜7万円（自治体により、多くは5万円）。葬儀を執り行った喪主が、故人の住所地の市町村役場で申請します。期限は **葬儀の日から2年以内**。

## 埋葬料（健康保険）

埋葬料は5万円。故人の家族（被扶養者）が、全国健康保険協会または健康保険組合に申請します。家族以外が葬儀を行った場合は、実費で上限5万円の「埋葬費」になります。期限は死亡日から2年以内。

## 必要書類

申請に必要なのは、申請書、死亡診断書のコピー、葬儀費用の領収書（埋葬費の場合）、振込先口座の通帳など。

葬儀社からも案内がない場合があるので、ご自身で必ず確認してください。

> 知らないだけでもらえないお金。少額でも積み重ねると、葬儀費用の助けになります。
",money
LIB-066,funeral,50,永代供養と納骨堂、どちらを選ぶか,お墓を持たない選択肢,3,,"お墓を継ぐ人がいない、遠方で管理できない。そんな理由から、永代供養や納骨堂を選ぶ方が増えています。

## 永代供養とは

**永代供養** は、寺院や霊園が代々供養してくれる仕組み。一度の支払い（10〜100万円）で済み、追加費用は不要です。個別墓（一定期間個別、その後合祀）、集合墓、合祀墓、樹木葬など種類は豊富。

## 納骨堂とは

**納骨堂** は屋内施設に遺骨を安置する形。都市部に多く、天候に左右されず参拝しやすいのが特徴です。費用は30〜200万円、ロッカー式・自動搬送式など選べます。

## 選ぶときのチェック

選ぶときのチェックは、立地・アクセス、宗派の制約、個別性の希望、維持管理費の有無、家族・親族の理解など。「永代」と謳いながら実は33回忌までなど期限があることもあるので、契約書を必ず確認してください。

> 「自分の代で墓じまい」を考える方も増えています。先のことを家族で話しておくと安心です。
",mem
LIB-067,funeral,60,直葬・火葬式という選択,簡素で費用を抑えた葬儀,3,RN-D7-01,"通夜・告別式を行わず、火葬のみで送る「**直葬（火葬式）**」を選ぶ方が増えています。

## 費用と所要時間

費用は15〜30万円、一般葬の1/3〜1/5程度。所要時間も火葬当日のみ（2〜3時間）と短く、経済的事情、高齢で参列者が少ない、故人の希望（簡素に）、家族のみで静かに送りたいという方に選ばれています。

## 当日の流れ

当日は、自宅または安置施設からの搬送（10〜30分）→火葬場到着、対面・読経（10〜30分）→火葬（1〜2時間）→収骨（30分）という流れになります。

## 親族との合意が大切

ただし、親族の理解が得られないとトラブルになることがあります。事前に家族で決断を共有し、「家族の意思」と伝えるのがおすすめ。後日「お別れ会」「偲ぶ会」を別途行う方も多くいらっしゃいます。

菩提寺がある場合は事前相談が必須。戒名なしの場合、納骨できないお寺もあります。葬儀社は2〜3社で見積もりを取り、追加費用の説明があるかを確認してください。

> 簡素であっても、故人を悼む気持ちは変わりません。形式より、大切にしたいことを家族で話し合ってください。
",type
LIB-068,funeral,120,海外で亡くなった場合の手続き,現地と日本の両方で対応,4,,"海外旅行や駐在中に亡くなった場合、現地の手続きと日本での手続きの両方が必要になります。

## まず連絡すべきところ

まず連絡すべきは、現地の **日本国大使館・総領事館**、旅行保険会社、勤務先（駐在の場合）、現地の警察・病院。大使館は死亡証明書の発行、家族への連絡、遺体・遺品の搬送支援をしてくれますが、**遺体搬送費用の立替えはしません**。

## 移送費用と保険

遺体を日本へ移送する場合の費用は50〜200万円が相場。現地火葬→遺骨の持ち帰りなら30〜100万円。期間も1〜2週間かかります。旅行保険の遺体搬送特約に加入していれば、これらをカバーできます。

## 日本での手続き

日本での手続きは、領事館発行の死亡証明書を死亡届に添付する点が通常と異なるだけ。その後の相続・税務手続きは国内ケースと同じです。

> 大使館は遺体搬送費用を立替えません。費用負担は遺族の責任なので、保険加入が安心。早期の判断と行動が重要です。
",spec
LIB-069,admin,120,故人の自治体補助・葬祭費を最大限活用する,見落とされがちな制度,3,RN-D14-03,"市町村ごとに、葬儀や納骨に対する補助制度があります。**申請しないと知らないまま終わる** 制度なので、必ず確認してください。

## 主な補助制度

葬祭費（国保・後期高齢者の1〜7万円、LIB-065参照）が代表的ですが、それ以外にも、生活保護受給者向けの **葬祭扶助制度**（事前申請が必須、上限約20万円）、戦没者遺族への弔慰金、自治体独自の葬祭料・斎場使用料の減免、市民向けの火葬料割引などがあります。

## 確認方法

確認方法は、「○○市 葬祭費」で検索するか、役所の福祉課・市民課に電話で問い合わせるか、お悔やみコーナーで一括相談するか。

葬儀社に「使える補助はありますか」と聞くのも有効です。地域の制度に詳しい葬儀社が多くあります。

> 知らないだけでもらえないお金。「補助制度はありますか？」と必ず一言確認してください。
",money
LIB-070,funeral,130,戒名・法名の意味と費用,宗派と地域で大きく異なる,3,,"戒名（仏教の浄土真宗以外）・法名（浄土真宗）は、亡くなった方に授けられる仏弟子としての名前。意味と費用を知っておきましょう。

## ランクと相場

ランクによって金額の目安があります。信士・信女が10〜30万円、居士・大姉が30〜60万円、院信士・院大姉が50〜100万円、院居士・院大姉が100万円以上。

## お布施として渡す

戒名料は通常 **お布施に含めて** 渡し、別途内訳を聞かれることはほぼありません。「いくら包めばいいですか」と住職に直接伺っても失礼にはあたりません。

## 戒名なしという選択

戒名なしでも葬儀は行えますが、寺で納骨する場合は戒名が必要なことが多いので、事前に菩提寺に相談を。公営墓地や永代供養なら戒名なしでも可能です。

ランクは故人の生前の信心や寄与で決まり、高いランクが必ずしも良いわけではありません。家族の納得を優先してください。

> 形式より、故人を偲ぶ家族の気持ちが大切です。納得のいく形を選んでください。
",type
LIB-071,funeral,140,初盆・新盆の準備と意味,亡くなって初めて迎えるお盆,3,,"初盆（はつぼん）・新盆（にいぼん）は、四十九日後に初めて迎えるお盆のこと。通常のお盆より丁寧に故人を供養します。

## 時期

通常は8月13〜16日（地域により7月）。四十九日が明けていない場合は、翌年が初盆になります。

## 準備するもの

初盆だけ用いるのが **白提灯**。玄関や仏壇前に飾り、送り火で焼くか菩提寺で焚き上げてもらうのが一般的です。精霊棚を組み、お供え物（故人の好物、季節の果物、菓子、花）を並べます。

## 法要の段取り

法要を行う場合は、1か月前に菩提寺に日程相談、3週間前に親族・知人へ案内、2週間前に引出物の準備、という段取り。お布施は3〜5万円、引出物は一人2,000〜5,000円が目安です。

服装は略喪服または地味な平服。暑い時期なので男性はクールビズも可。

> 「悲しいけれど、家族で集まれる温かい時間」と話される方が多い行事。形式より気持ちを大切に。
",mem
LIB-072,inheritance,60,自筆証書遺言の検認手続き,勝手に開封しないで,3,RN-D14-20;RN-M3-22,"自筆で書かれた遺言書は、勝手に開封してはいけません。家庭裁判所での「**検認**」手続きが必要です。

## 検認とは

検認は、遺言書の存在と内容を相続人に知らせ、偽造・変造を防ぐための手続き。遺言の有効・無効を判断するものではありませんが、これを経ないと不動産登記や預金解約に使えません。

## 申立ての方法

申立先は、故人の住所地を管轄する家庭裁判所。費用は800円＋郵便切手代。提出書類は、検認申立書、遺言書（封がされていれば未開封のまま）、故人の戸籍謄本（出生から死亡まで全部）、相続人全員の戸籍謄本など。

## 検認しないとどうなる

申立てから1〜2か月で検認期日が設定され、期日に裁判所で開封・確認します。検認しないと **5万円以下の過料** の対象になります。

公正証書遺言や法務局保管の自筆証書遺言は、検認不要です。

> 急いで使いたい気持ちは分かりますが、開封せず家庭裁判所へ。これが鉄則です。
",will
LIB-073,inheritance,70,法務局の遺言書保管制度を使う,安価で安全、検認も不要,3,RN-D14-20,"2020年から始まった法務局の「**自筆証書遺言書保管制度**」は、自筆遺言の弱点を補う制度です。

## メリット

メリットは、紛失・改ざんのリスクがないこと、家庭裁判所の検認が不要なこと、相続人が遺言書を確認しやすいこと、そして **費用が安い**（保管料3,900円のみ）こと。

## 利用の流れ

利用の流れは、法務局指定の様式で遺言書を作成し、本人が法務局に予約・持参して、形式チェックを受けて保管する、というもの。死亡後は、相続人が「遺言書情報証明書」の交付を請求して使います。

## 公正証書遺言との違い

公正証書遺言は内容まで保証してくれますが、費用が数万円〜とかかります。法務局保管は形式チェックのみですが、3,900円という圧倒的な安さが魅力です。

ただし、内容のチェックはされないので、無効な遺言でもそのまま保管されてしまう点には注意が必要です。

> 「公正証書ほど大げさにしたくないが、自宅保管は不安」という方に最適。親世代に勧めたい選択肢です。
",will
LIB-074,inheritance,100,相続税の申告期限と延長は可能か,10か月以内が原則,3,RN-M10-01,"相続税の申告と納付は、**死亡を知った日の翌日から10か月以内** が原則です。1日でも遅れると延滞税や無申告加算税がかかり、せっかくの配偶者控除や小規模宅地特例も使えなくなることがあります。

## 早めの準備が必要

10か月という期間は長く見えますが、戸籍を集めて財産を評価し、相続人で分割協議を行い、申告書を作成するまでを考えると、決して余裕はありません。死亡から1〜2か月以内に税理士へ相談を始めるのが理想で、費用は遺産総額の0.5〜1%が目安です。

## 間に合わないとき

どうしても期限内に分割協議が間に合わない場合は、いったん法定相続分どおりで仮申告し、後日まとまった段階で修正申告するという方法もあります。配偶者控除などの特例は、申告期限後3年まで遡って適用できるので、慌てる必要はありません。

> 「うちはそんなに財産がないから」と思っていても、不動産の評価で基礎控除を超えることは珍しくありません。早めの試算だけでもおすすめします。
",tax
LIB-075,inheritance,150,小規模宅地等の特例を活用する,自宅評価を最大80%減,4,RN-M10-01;RN-Y3-01,"相続税の節税で最も効果が大きいのが「**小規模宅地等の特例**」。自宅や事業用の土地の評価を大幅に下げられます。

## 特例の概要

自宅は330㎡まで **80%減**、事業用は400㎡まで80%減、貸付用は200㎡まで50%減。たとえば評価額3,000万円の自宅なら、600万円として計算できます。

## 自宅の特例の条件

自宅の特例を使う条件は、配偶者が相続するなら無条件、同居の親族が相続するなら申告期限まで居住・所有を継続すること。別居の親族（家なき子）も一定の条件下で適用可能です。

## 申告必須

注意したいのは、**相続税の申告が必要** だということ。特例適用で税額が0になっても、申告しないと使えません。申告期限までに遺産分割が完了していることも条件です。

## 配偶者控除との合わせ技

配偶者控除（1.6億円または法定相続分まで非課税）と組み合わせると、自宅＋αが無税になるケースが多くあります。

> 制度を知らないと数百万円損することがあります。税理士に必ず相談してください。
",tax
LIB-076,inheritance,160,相続税の物納と延納,現金で払えないときの選択肢,3,,"相続税は原則として現金一括納付ですが、不動産が多くて現金がない場合、「**延納**」「**物納**」という選択肢があります。

## 延納とは

延納は、利子を払って分割納付する方法。最長20年（不動産の割合による）で、担保提供が必要。利子率は年0.4〜1.4%程度です。

## 物納とは

物納は、相続した不動産・有価証券で納付する方法。延納でも納付困難な場合の最終手段で、評価額は相続税評価額（時価より低いことが多い）。順位は、国債・地方債・不動産・船舶→社債・株式→動産。

## 第一選択は売却

実は、第一選択肢は **「不動産を売却して現金化」** です。物納は手続きが複雑で時間もかかり、評価が時価より低くなって損になることが多いからです。銀行融資（不動産担保ローン）も検討対象。

延納・物納はいずれも申告期限までに申請が必要です。

> 物納は「最後の手段」と捉えてください。早めの納税資金準備が大切です。
",tax
LIB-077,inheritance,170,限定承認とは何か,プラスの範囲内で借金引継ぎ,3,RN-M3-01,"限定承認は、「故人の財産がプラスならその範囲で相続、マイナスを超えたら超過分は相続しない」という制度です。

## いいとこ取りの選択肢

相続放棄が「一切受け継がない」のに対し、限定承認は「自宅などは残しつつ、想定外の借金は引き継がない」という、いいとこ取りの選択肢。

## 手続きが煩雑

ただし、手続きは煩雑です。死亡から **3か月以内** に家庭裁判所へ相続人全員で共同申述する必要があり、一人でも反対すると不可。財産目録の作成・公告・債権者への通知も必要で、通常は弁護士に依頼することになります（30〜50万円）。

## みなし譲渡課税に注意

注意したいのが「**みなし譲渡課税**」。故人が時価で財産を譲渡したとみなされ、含み益に所得税がかかります。不動産・株式に注意が必要です。

実務上はほとんど使われていない制度なので、まずは相続放棄かどうかの判断を弁護士と進めるのが現実的です。

> 限定承認は「最後の手段」。相続放棄を含めて、早めに弁護士に相談してください。
",debt
LIB-078,inheritance,180,寄与分と特別受益,相続分が増減するケース,3,,"法定相続分どおりに分けると不公平になるケースがあります。これを調整するのが「**寄与分**」と「**特別受益**」です。

## 寄与分とは

**寄与分** は、故人の財産形成・維持に特別な貢献をした相続人の取り分を増やす制度。長年の介護、家業の無償手伝い、生活費の負担、不動産取得資金の出資などが該当します。単なる扶養義務の範囲を超えた貢献が必要です。

## 特別受益とは

**特別受益** は、生前に故人から特別な贈与等を受けた相続人の取り分を減らす制度。結婚資金、住宅購入資金、大学院・留学費用、事業資金の援助などが該当します。

## 主張するには証拠が必要

主張するには、領収書、契約書、通帳、介護日誌、写真、第三者の証言などの証拠が必要です。話し合いで決まらなければ、家庭裁判所の調停・審判へ。

弁護士費用は着手金10〜30万円、報酬は増加分の10〜20%が相場です。

> 「言ってみないと分からない」のが寄与分・特別受益。気になる事情があれば弁護士に相談を。
",spec
LIB-079,inheritance,190,未成年の相続人がいる場合,特別代理人の選任が必要,3,,"相続人の中に未成年者がいる場合、その親が代理して相続手続きをすることはできません。**特別代理人** の選任が必要になります。

## なぜ親が代理できないのか

理由は、親も同じ相続の当事者になることが多く、利益相反が生じるため。子の利益を守るため、別の代理人を立てる必要があるのです。

## 選任の流れ

特別代理人は通常、親族（おじ・おば等）が選任されますが、弁護士や司法書士が選任されることもあります。家庭裁判所への申立て（費用800円、書類は申立書、戸籍謄本、住民票、遺産分割協議書案など）から1〜2か月で選任されます。

## 子の利益を最優先に

特別代理人は、未成年者の利益を最優先に考え、原則として法定相続分を下回る同意はできません。未成年者の取得分は親が信託銀行口座などで管理し、18歳になるまで使えないお金として運用します。

全員が法定相続分どおりに分ける場合や、全員が相続放棄する場合は、特別代理人は不要です。

> 「親と子で同じように分ける」も法律上は利益相反です。手続きを省略しないように注意してください。
",div
LIB-080,inheritance,200,海外在住の相続人がいる場合,署名証明とサイン認証で対応,3,,"相続人の中に海外在住者がいると、印鑑証明書を取得できないため特別な手続きが必要です。

## 在留証明と署名証明

代わりに使うのが、**在留証明書**（住民票の代わり）と **署名証明書**（印鑑証明の代わり）。どちらも、現地の日本国大使館または総領事館で取得します。本人が直接出向く必要があり、予約制のことが多いです。

## 手続きの流れ

署名証明には2種類あり、形式1は単独の証明、形式2は文書（遺産分割協議書）と綴じ合わせて証明する方式。日本で作成した協議書を海外に郵送し、大使館で署名証明を取得して返送、という流れになります。

## 時間に余裕を

通常の手続きより1〜2か月余計にかかります。大使館の予約が3か月先のこともあるため、相続発生前から定期的に連絡を取り、早めに進めるのが理想です。

海外資産も日本の相続税の対象です。二重課税は外国税額控除で調整できます。

> 「離れていてもできる」のが現代です。早めに連絡を取り、書類郵送のスケジュールを共有してください。
",div
LIB-081,bank,20,預金の仮払い制度を活用する,相続前でも150万円まで,3,RN-D7-17;RN-D14-09,"2019年から始まった「**預金の仮払い制度**」は、遺産分割協議が終わる前でも一部の預金を引き出せる制度です。葬儀費用や当面の生活費に困らないようにするためのものです。

## 引き出せる金額

引き出せる金額は、**1金融機関あたり上限150万円**。計算式は「預金残高 × 1/3 × 法定相続分」。たとえば残高900万円で法定相続分1/2なら、150万円が上限になります。

## 必要書類

必要なのは、故人の出生から死亡までの戸籍謄本、相続人全員の戸籍謄本、払戻し請求者の印鑑証明書、銀行所定の請求書。書類がそろえば、通常2〜3週間で振り込まれます。

## 「仮払い」の意味

注意点として、これは「仮払い」なので、後の遺産分割協議で引き出した分は精算されます。他の相続人の同意は不要ですが、報告が望ましいです。

150万円を超える金額が必要なときは、家庭裁判所の保全処分（数か月かかる）も検討できます。

> 「銀行が凍結して何もできない」を防ぐ制度。葬儀社に支払いを待ってもらえないときに活用してください。
",access
LIB-082,bank,30,故人のネット銀行口座を見つける,通帳がない口座の探し方,3,RN-D14-09,"ネット銀行は通帳がなく、紙の郵便物も少ないため、家族が気づかないケースが多くあります。

## 主なネット銀行

主なネット銀行は、楽天銀行、住信SBIネット銀行、ソニー銀行、PayPay銀行、auじぶん銀行、イオン銀行など。

## 見つける手がかり

見つける手がかりは、故人のメール履歴で「銀行」「明細」「振込」を検索したり、スマホの銀行アプリやパソコンのブラウザ履歴を確認したり、クレジットカードの引落口座や給与振込・年金振込の記録（通帳・源泉徴収票）を辿ったり。

## 手続きの流れ

口座が見つかったら、各ネット銀行のカスタマーセンターに連絡して、戸籍謄本・死亡診断書のコピーなどを郵送し、相続手続きを進めます。1〜2か月で指定口座へ振込されます。

仮想通貨取引所や海外口座（Wise、PayPalなど）も心当たりを確認してください。

> ネット銀行は「証拠が薄い」のが特徴。心当たりがあれば、まずメールを徹底的に検索してください。
",find
LIB-083,bank,50,貸金庫の中身を確認する,相続人全員の同意で開扉,3,RN-D14-52,"故人が銀行の貸金庫を借りていた場合、開けるには **相続人全員の同意と銀行立会い** が必要です。

## 貸金庫の確認

通帳の引落履歴に「貸金庫使用料」があれば契約があります。年間使用料は1〜3万円程度が相場です。

## 開扉までの流れ

開扉までの流れは、銀行に故人の死亡を連絡し、相続人全員の同意書（実印・印鑑証明）をそろえ、銀行と立会い日時を調整して、銀行員立会いのもと開扉、内容物の目録を作成、という手順。

## 中身として多いもの

中身としてよく見つかるのが、遺言書（あれば検認手続きへ）、不動産権利証、株券・債券、貴金属・宝石、預金通帳、重要な手紙など。

鍵が見つからない場合は、鍵の破壊（5,000〜2万円）が必要になることも。相続人の一部が遠方で来られないときは、委任状で代理人を立てられます。

> 「金庫を開けるだけで相続人全員集合」が原則。事前に何が入っているか家族で共有しておくと楽です。
",find
LIB-084,bank,70,故人の証券口座と投資信託,評価日と現金化のタイミング,3,RN-D14-10,"故人の保有する株式・投資信託は、相続税の対象です。価格変動があるため、評価と手続きにコツが必要です。

## 主な証券会社

主な証券会社は、SBI証券、楽天証券、野村證券、大和証券など。各銀行系列の証券会社にも口座があるかもしれません。

## 手続きの流れ

手続きは、証券会社に死亡連絡→相続人代表口座の開設→故人の口座から相続人口座へ移管→相続人口座で売却または保有継続、という流れ。

## 評価のコツ

相続税の評価は、死亡日の終値、または死亡月・前月・前々月の月平均のうち、**一番安い値** で計算できます。譲渡所得税の取得費は故人の購入価格を引き継ぎます。

## NISA口座は要注意

注意したいのが **NISA口座**。NISAは相続できず、一般口座に移管されて課税対象になります。早めの手続きが税金面で有利です。

中小企業の自社株を保有していた場合は、「事業承継税制」で相続税の納税猶予が可能。税理士に必ず相談を。

> 死亡日の終値で評価額が固定されるため、その後の値動きは相続税に影響しません。
",access
LIB-085,insurance,20,共済保険（県民共済等）の請求,掛金が安く忘れられがち,2,RN-D14-28;RN-D14-11b;RN-D14-11c,"県民共済・コープ共済・JA共済などの共済保険は、掛金が安く、加入していたことを家族が知らないケースが多くあります。

## 主な共済

主な共済は、**都道府県民共済**、**コープ共済**、**JA共済**、**全労済**（こくみん共済coop）。月々2,000〜4,000円の掛金で、200〜2,000万円の保障があるなど、民間生保より割安な特徴があります。

## 確認方法

確認方法は、通帳の引落履歴で「共済」「全労済」「JA」を検索したり、自宅に保険証券・加入者証がないか探したり、故人が会員になっていた団体（労組、生協、JA等）に確認したり。

## 請求の流れ

請求は、共済窓口に連絡して、死亡証明書のコピーと請求書を提出するだけ。1〜2か月で振り込まれます。請求期限は多くの場合、死亡から3年以内です。

入院していた期間の給付金がある場合もあるので、領収書も合わせて準備してください。

> 「忘れられた保険」はとても多いです。引落明細を3か月分は必ず確認してください。
",life
LIB-086,insurance,30,団体信用生命保険（団信）の請求,住宅ローンが完済される,3,RN-M3-04,"住宅ローンを組んでいた場合、**団体信用生命保険（団信）** に加入していればローン残高は0になります。これがあるかないかで、その後の生活設計が大きく変わります。

## まず団信の確認

まずは住宅ローンの契約書を確認するか、銀行に直接「団信加入していたか」を問合せてください。フラット35の一部以外、ほとんどの住宅ローンで標準加入になっています。

## 完済までの流れ

加入していれば、銀行に死亡診断書と戸籍謄本を提出し、保険会社の審査（1〜3か月）を経て、自動的に完済されます。完済後は、抵当権抹消登記が別途必要です（司法書士に依頼で2〜5万円、自分でやれば登録免許税1,000円程度）。

## 税金面の優遇

団信は遺産扱いにならず、相続税の課税対象にもなりません。ただしローン残債は相続財産から控除可能です。

ペアローンの場合は、夫婦それぞれが団信に加入しているので、故人の分のみ完済され、配偶者のローンは継続します。

> 住宅ローンがある状態で亡くなった場合、最初に「団信に入っていたか」を確認してください。
",damage
LIB-087,insurance,50,個人年金・学資保険の取扱い,受取人とタイミングで税金が変わる,3,RN-D14-28,"個人年金保険や学資保険は、契約形態によって税金や手続きが大きく異なります。

## 個人年金の税金

**個人年金** は、契約者と受取人の関係で税金の種類が変わります。契約者・被保険者・受取人がすべて故人なら相続税。契約者が故人で受取人が配偶者なら、配偶者が「年金受給権」を相続する形になります。

## 学資保険の払込免除

**学資保険** は、契約者が故人だった場合、多くの保険で「**払込免除特約**」が付いています。以後の保険料が免除され、満期まで保険は継続。子の教育費を確保できる、残された配偶者にとってありがたい仕組みです。

## 解約より払込免除を

学資保険の解約返戻金は元本割れすることが多いので、急ぎでない限り、払込免除を活用するのが得策。一方、被保険者が子で契約者が配偶者なら、故人の死亡とは無関係に契約は継続します。

手続きは保険会社に連絡し、契約変更または解約手続きを。死亡診断書のコピーなどを提出します。

> 子どもがまだ小さい場合、学資保険は「払込免除」を必ず使ってください。残された配偶者の負担が大きく変わります。
",private
LIB-088,pension,20,国民健康保険料の精算,亡くなった月までの保険料調整,2,,"故人が国民健康保険に加入していた場合、亡くなった月までの保険料を精算します。

## 月割りで精算

死亡届提出後、市町村から通知が届きます。年度単位で計算され、亡くなった月までを月割りで納付。すでに納付した分の還付があることも多いです。

## 還付金の請求

還付金の請求は、自治体によって自動振込される場合と、申請が必要な場合があります。「国保保険料還付請求書」に通帳のコピーと印鑑を添えて提出すれば、後者の場合も難しくありません。

## 後期高齢者医療も同じ

75歳以上の方の後期高齢者医療も同様の精算を行います。月割り計算で、過納分は還付されます。

このタイミングで、葬祭費（5万円程度）、高額療養費の還付、介護保険料の還付も合わせて確認できます。期限はいずれも2年以内です。

> 数千円〜数万円のお金です。少額でも遺族のために申請しましょう。
",start
LIB-089,pension,30,遺族厚生年金の詳しい計算,報酬比例部分を理解する,4,RN-D14-08,"遺族厚生年金は、故人が会社員だった方の遺族が受け取れる年金です。複雑な計算ですが、概要を知っておくと相談しやすくなります。

## 受給対象者

受給対象者の順位は、配偶者・子→父母→孫→祖父母。妻には年齢制限がなく（30歳未満で子なしは5年間）、夫は55歳以上で60歳から支給開始。子は18歳到達年度末までが対象です。

## 金額の概算

金額の概算は、故人の老齢厚生年金の3/4。妻が40〜65歳の間で子なしの場合は、**中高齢寡婦加算**（年額約60万円）が加わります（夫の加入期間20年以上が条件）。

## 請求の流れ

請求は年金事務所または街角の年金相談センターへ。故人の年金手帳・年金証書、戸籍謄本、住民票、収入証明書、振込先口座の通帳が必要です。期限は5年。

65歳以降は、自分の老齢厚生年金との比較・組合せが必要になります。年金事務所で試算してもらえます。

> 年金事務所での相談は予約制（0570-05-1165）。電話で予約してから訪問してください。
",bereaved
LIB-090,pension,90,故人が障害年金を受給していた場合,受給権の消滅と未支給年金,3,,"故人が障害年金を受給していた場合、年金は死亡で受給権が消滅しますが、**未支給年金** は遺族が請求できます。

## 未支給年金の対象

死亡日までに支給されなかった年金と、翌月15日に振り込まれる予定だった分が対象。配偶者・子・父母・孫等が請求可能で、故人と生計を同じくしていたことが条件です。

## 速やかな届出を

死亡届の提出が遅れると、過払い分の返還を求められることがあるので、年金事務所への速やかな連絡が必要です。

障害基礎年金（国民年金）と障害厚生年金（厚生年金）、両方を受給していた場合は、両方とも未支給年金を請求できます。

## 遺族年金との切替

故人が障害年金受給中だった場合、配偶者は遺族年金との切替えを検討することになります。月額が大きく変わるので、年金事務所で「両方を比較した場合の試算」を依頼してください。

請求期限は5年以内。請求しないと未支給分は消滅します。

> 障害年金から遺族年金への切替で月額が大きく変わることがあります。年金事務所で試算を依頼してください。
",bereaved
LIB-091,pension,100,故人の年金記録の確認方法,受給漏れを防ぐ,3,RN-D14-06,"故人の年金記録を確認することで、未支給の年金や、遺族年金の請求漏れを防げます。

## 確認方法

確認方法は2つ。故人のIDがあれば「**ねんきんネット**」で全期間の納付記録が見られます。なければ、年金事務所の窓口で「年金加入記録照会」をお願いすれば、戸籍謄本と本人確認書類で家族が照会できます。

## チェックすべきポイント

特に確認したいのは、過去の勤務先と加入記録の整合性、公務員時代の共済年金（一元化前）、海外勤務時の社会保障協定、パート・アルバイト時の厚生年金加入。空白期間がある場合は、過去の勤務先や厚生年金基金、確定給付企業年金の有無も確認してください。

## 未払いがあれば請求を

未払いがあった場合、死亡から **5年以内** なら時効前で請求可能です。「未支給年金請求書」を提出します。

過去の勤務先で厚生年金基金からの一時金を受け取っていなかった、確定給付企業年金が未請求だった、といったケースが意外と見つかることがあります。

> 「もらえるはずの年金がもらえていない」を防ぐためにも、必ず一度は照会してください。
",back
LIB-092,tax,20,故人の還付金・未収金,年内の税金関連,3,RN-M4-01,"故人の年内の所得税還付・住民税の未収金など、見逃されがちなお金を整理しましょう。

## 主な還付金

主な還付金は、所得税の還付（**準確定申告**、LIB-028参照）、高額療養費の還付、介護保険料の還付、医療費控除による還付など。給与所得者なら源泉徴収済の還付、年金生活者なら年金からの源泉徴収分の還付があります。

## 還付額が大きくなるとき

医療費控除を活用すると還付額が大きくなります。年間医療費200万円の方なら、数十万円の還付になることも。寄附金（ふるさと納税含む）、生命保険料控除、住宅ローン控除も、申告で還付対象になります。

## 還付金の受取り

還付金は相続人代表者の口座に振り込まれます（故人の口座は凍結のため）。事前に「相続人の代表指定届出書」を税務署に提出してください。

## 住民税と固定資産税

住民税は、故人の前年所得に対するものなので、未払い分は相続人が納付します。固定資産税は1月1日時点の所有者が納税義務者なので、未払い分があれば同様に。

> 準確定申告は4か月以内が期限。「面倒くさい」で飛ばすと、戻ってくるはずのお金を逃します。
",declare
