task_id,action_summary,why_needed,destination,required_docs,steps_short,steps_detail,office_hours,address,phone,done_condition,faq
RN-D49-01,ご遺骨の納骨先を決め、墓地管理者や寺院に連絡して日程を調整する。四十九日法要に合わせる方が多いが、法律上の期限はない。,納骨先の確保や日程調整には時間がかかるため、早めに動き始めることをおすすめします。,菩提寺・墓地管理者・霊園,埋葬許可証（RN-D7-07で保管したもの）,1. 墓あり→菩提寺/管理者に連絡して日程調整\n2. 墓なし→永代供養/樹木葬/散骨/手元供養を検討\n3. 埋葬許可証・お布施・お花等を準備\n4. 参列者に日時・場所を連絡,1. 四十九日法要に合わせることが多いですが、法律上の期限はありません。\n2. 決められない場合は自宅安置のままでも法律上問題ありません。急がなくて大丈夫です。\n3. お布施の目安：3〜5万円。お寺に直接聞いても失礼ではありません。\n4. 会食の有無も伝えてください。,寺院・霊園による,{要確認：菩提寺・霊園},{要確認：寺院の電話番号},納骨先が決まり、納骨日程が確定している。,Q.四十九日までに納骨しないといけない？→法律上の期限はありません。自宅に安置し続けてもOKです\nQ.お墓がない場合は？→永代供養、樹木葬、散骨などの選択肢があります\nQ.お布施の相場は？→四十九日法要で3〜5万円が目安です。お寺に聞いて大丈夫です
RN-D49-02,香典をいただいた方への香典返し（忌明け返し）を手配する。いただいた金額の1/3〜1/2程度が目安。,香典をいただいた方へのお礼として贈るのが一般的なマナーです。,百貨店・ギフトショップ・葬儀社,香典帳（氏名・金額リスト）,1. 香典帳を整理する（氏名・住所・金額）\n2. いただいた額の1/3〜1/2の品物を選ぶ\n3. 挨拶状を添えて忌明け後に届くよう発送,1. —\n2. 定番：お茶・海苔・タオル・カタログギフト等の「消え物」。葬儀社・百貨店・ギフトショップで注文できます。\n3. 当日返し済みの場合は、高額香典（1万円以上）の方への追加返しのみでOK。,,,,香典返しの品物選定・発送手配が完了。,"Q.金額の目安は？→いただいた額の1/3〜1/2。1万円の香典なら3,000〜5,000円の品物です\nQ.何を贈ればいい？→お茶、海苔などの消え物やカタログギフトが一般的です\nQ.家族葬で香典を辞退した場合→受け取っていなければ不要です"
RN-D49-03,故人の自宅や部屋に残された遺品（衣類・家具・日用品・思い出の品など）の整理について、方針を決める。自分でやるか、業者に依頼するか、当面そのままにするか。,遺品整理は感情的に最もつらい作業のひとつです。「いつやるか」「誰がやるか」を決めるだけでも気持ちが楽になります。無理に急ぐ必要はありません。,故人の自宅／遺品整理業者,特になし,1. 急いでやる必要があるか確認する（賃貸の退去期限等）\n2. 自分でやるか、業者に依頼するか決める\n3. 業者に依頼する場合は2〜3社から見積もりを取る\n4. 形見分けしたいものを先に取り分けておく,1. 持家で急ぎでなければ、気持ちが落ち着いてからで大丈夫です。賃貸の場合は退去期限があるので、RN-D14-18で確認した日程に合わせて計画してください。\n2. 自分でやる場合の目安：1Kで1〜2日、一軒家で1〜2週間。業者に依頼する場合の費用目安：1Kで3〜8万円、一軒家で15〜50万円。\n3. 「遺品整理」で検索し、遺品整理士認定協会の認定業者から選ぶと安心です。見積もり時に「追加料金が発生する条件」を必ず確認してください。\n4. 貴金属・現金・通帳・書類・写真・手紙など、相続や思い出に関わるものは業者が来る前に取り分けてください。,,,,遺品整理の方針（時期・方法）が決まっている。,Q.いつやればいい？→法律上の期限はありません。気持ちが向いたときで大丈夫です。賃貸の退去期限がある場合はそれに合わせてください\nQ.業者の費用は？→1Kで3〜8万円、一軒家で15〜50万円が目安です。2〜3社から見積もりを取ってください\nQ.捨てられない→すべてを捨てる必要はありません。「残す」「譲る」「処分する」の3つに分けるだけでも進みます
RN-M3-01,故人の財産（プラス）と負債（マイナス）を把握した上で、相続するか放棄するかを判断する。放棄する場合は3か月以内に家庭裁判所に申し立てが必要。,期限を過ぎると自動的に「単純承認」（負債も全て相続）になります。,旭川家庭裁判所深川出張所,相続放棄申述書、故人の戸籍謄本、住民票の除票、申述人の戸籍謄本、収入印紙800円、郵便切手,1. プラスの財産とマイナスの財産を把握する\n2. プラスが多い→何もしなくてOK（単純承認）\n3. マイナスが多い/不明→相続放棄を検討\n4. 放棄する場合→家庭裁判所に申述書を提出\n5. 判断がつかない→期間伸長の申し立てができる,1. 財産目録（RN-M3-07）と負債調査（RN-M3-02）を並行して進めてください。\n2. —\n3.【重要】期限は相続開始を知った日から3か月以内。超えると自動的にすべて相続。\n4. 旭川家裁深川出張所（0164-23-2813）。必要物：申述書・故人の戸籍謄本・住民票の除票・申述人の戸籍謄本・収入印紙800円・切手。\n5. 期限前に家裁に申し立てれば3か月延長が認められることがあります。,平日 8:30-17:00,旭川家庭裁判所深川出張所：北海道深川市2条1番4号,0164-23-2813,相続の方針が決定。放棄する場合は家裁に申述済み。,Q.3か月で判断できない→家庭裁判所に期間伸長の申し立てができます\nQ.放棄するとどうなる？→最初から相続人でなかった扱いになります。財産も負債も一切引き継ぎません\nQ.一部だけ放棄できる？→できません。全部承認か全部放棄の二択です
RN-M3-02,故人の借金・保証債務・連帯債務を調査し、負債の全体像を把握する。信用情報機関への開示請求で確認可能。,相続すると負債も引き継ぎます。相続放棄の判断（3か月以内）に間に合うよう早めに調べてください。,信用情報機関（CIC・JICC・KSC）、故人の自宅,戸籍謄本、届出者の本人確認書類、死亡確認書類,1. 自宅で借用書・ローン契約書・督促状を探す\n2. 通帳の引落し記録からローンを確認する\n3. 信用情報機関3か所に開示請求する\n4. 結果をリスト化する,"1. —\n2. 「○○ファイナンス」「○○カード」等の記載があれば借入の可能性あり。\n3. CIC（0570-666-414）・JICC（0570-021-717）・KSC（03-3214-5020）。各約1,000円、郵送可。「相続人として故人の信用情報の開示請求をしたい」と伝える。必要物：戸籍謄本・本人確認書類・死亡確認書類。\n4. 個人間の貸借・連帯保証は信用情報に載りません。契約書で確認が必要です。",各機関による,,CIC：0570-666-414／JICC：0570-021-717／KSC：03-3214-5020,負債の全体像が把握されリスト化されている。,"Q.相続人でも信用情報の開示請求はできる？→はい。戸籍謄本等があれば請求できます\nQ.連帯保証人の確認方法は？→信用情報で一部判明します。個人間の保証は記載されないため契約書で確認が必要です\nQ.開示請求の費用は？→1機関あたり約1,000円です"
RN-M3-03,故人の出生から死亡までの連続した戸籍謄本と、相続人全員の戸籍謄本・印鑑証明書を集める。ほぼすべての相続手続きで必要な基本書類。,出生から死亡までの連続した戸籍で法定相続人が確定します。銀行・法務局・税務署などあらゆる場面で必要です。,故人の本籍地の役場／広域交付制度で最寄り役場も可,請求者の本人確認書類、印鑑、手数料（1通450〜750円）,1. 故人の出生〜死亡までの連続した戸籍謄本を取得\n2. 相続人全員の現在の戸籍謄本を取得\n3. 相続人全員の印鑑証明書を2〜3通ずつ取得,1. 本籍地は住民票の除票で確認。取得方法：本籍地の役場（直接/郵送）、または広域交付制度で最寄りの役場でも可（2024年3月〜）。手数料：1通450〜750円。\n2. 各相続人が自分の本籍地の役場で取得。\n3. 住所地の役場またはコンビニ（マイナンバーカードがあれば）で取得。揃ったら法定相続情報一覧図（RN-M3-05）を早めに取得すると以降の手続きがスムーズです。,平日 8:30-17:15,北海道雨竜郡北竜町字和11-1（本籍が北竜町の場合）,0164-34-2111,故人の連続した戸籍と相続人全員の戸籍・印鑑証明書がすべて揃っている。,Q.広域交付とは？→2024年3月から本籍地以外の役場でも戸籍が取得できるようになりました\nQ.何通ずつ必要？→法定相続情報一覧図（RN-M3-05）を取得すれば1セットで済みます\nQ.本籍地が遠方→郵送請求ができます。広域交付制度の活用も検討してください
RN-M3-04,故人名義の住宅ローンや借入金について借入先に届け出る。団体信用生命保険（団信）に加入していれば、保険金でローンが完済される。,団信に加入していれば残債がゼロになります。届出が遅れると遅延損害金が発生するリスクがあります。,借入先の金融機関,死亡診断書コピー、届出人の本人確認書類、戸籍謄本、ローン契約書,1. 借入先の金融機関に電話して届出する\n2. 団体信用生命保険（団信）の加入有無を確認\n3. 団信加入→保険金でローン完済\n4. 団信未加入→返済引継ぎ or 相続放棄を検討,1. 「借入人が亡くなりました。届出をしたい」と伝えてください。届出が遅れると遅延損害金のリスクがあります。\n2. これが最も重要な確認事項です。住宅ローンの場合ほぼ加入しています。\n3. 金融機関の案内に従い保険金を請求。残債全額が返済されます。\n4. —,各金融機関による,,,住宅ローン・借入金の届出完了、団信の適用有無確認済み。,Q.団信に入っているかわからない→住宅ローン契約時にほぼ加入しています。借入先に確認してください\nQ.団信で残債がゼロになる？→はい。残債全額が保険金で返済されます\nQ.連帯債務の場合→故人の分のみ団信で完済。もう一方の債務は残ります
RN-M3-05,法務局に申し出て「法定相続情報一覧図」を取得する。戸籍謄本の束を何セットも用意する必要がなくなり、手続きが大幅に楽になる。無料。,銀行・法務局・税務署での相続手続きのたびに戸籍謄本の束を出す必要がなくなります。,旭川地方法務局（本局）,故人の戸籍謄本一式（RN-M3-03）、住民票の除票、相続人の住民票、申出人の本人確認書類,1. 法務局Webの記載例に従い一覧図と申出書を作成\n2. 戸籍謄本一式・住民票の除票・本人確認書類と一緒に法務局に提出\n3. 1〜2週間後に認証文付きの写しを受け取る（何枚でも無料）,1. 手書きでもPCでもOKです。\n2. 旭川地方法務局本局（0166-38-1111）、窓口・郵送可。\n3. 5〜10枚取得しておくと安心。これがあれば銀行・法務局・税務署で毎回戸籍の束を出す必要がなくなります。,平日 8:30-17:15,旭川地方法務局：北海道旭川市宮前1条3丁目3番15号,0166-38-1111,認証文付きの写しを必要枚数取得済み。,Q.自分で作れる？→はい。法務局のWebに記載例があります。手書きでもPCでもOKです\nQ.費用は？→無料です。何枚でも無料で取得できます\nQ.司法書士に頼むべき？→自分でもできますが、不安な場合は依頼してください（3〜5万円程度）
RN-M3-07,故人のプラスの財産（預貯金・不動産・株式・保険等）とマイナスの財産（ローン・借金・未払い税金等）をすべてリスト化して「財産目録」を作成する。,遺産分割協議、相続税申告、相続放棄の判断など、すべての相続手続きの土台になる最も重要な書類です。,,通帳、証券書類、登記簿、固定資産税通知書、保険証券、借用書、ローン契約書等,1. プラスの財産をリスト化（預貯金・不動産・有価証券・保険・自動車等）\n2. マイナスの財産をリスト化（ローン・借入金・未払い税金・医療費等）\n3. 各財産の評価額を確認する（死亡日時点）\n4. 一覧表にまとめて相続人全員に共有,1. 預金→銀行に残高証明書を請求。不動産→役場で固定資産評価証明書を取得。株式→証券会社に残高証明書を請求（評価は死亡日の終値）。\n2. —\n3. 農地の評価は固定資産税評価額と相続税評価額が異なります。税理士に相談をおすすめします。\n4. 遺産分割協議（RN-M3-11）・相続税申告・相続放棄判断のすべての土台になります。,,,,相続財産目録が完成し、相続人全員に共有されている。,Q.評価額の調べ方は？→預金は残高証明書、不動産は固定資産評価証明書、株式は死亡日の終値です\nQ.財産の所在がわからない→通帳・郵便物・確定申告書から手がかりを探してください\nQ.農地の評価は？→固定資産税評価額と相続税評価額は異なります。税理士に相談をおすすめします\nQ.戸籍謄本とは？\n→故人の家族関係（配偶者・子供など）を証明する公的書類です。\nQ.「出生から死亡まで」の戸籍はなぜ必要？\n→相続人が誰なのかを正式に確認するためです。婚姻・離婚・養子縁組などで戸籍が変わるため、すべての変遷をたどる必要があります。\nQ.戸籍はどこで取れる？\n→故人の本籍地の市区町村役場で取得できます。本籍地が複数回変わっている場合は、それぞれの自治体から取り寄せが必要です。郵送請求も可能です。\nQ.戸籍の広域交付制度とは？\n→令和6年（2024年）3月から、最寄りの市区町村窓口で他の自治体の戸籍もまとめて取得できるようになりました。ただし一部対応していない自治体もあるため、事前に電話確認をおすすめします。\nQ.戸籍の取得費用は？\n→戸籍謄本は1通450円、除籍謄本・改製原戸籍は1通750円です。本籍地の変更回数が多いと、合計で数千円〜2万円程度かかることがあります。\nQ.「原戸籍」「除籍謄本」とは？\n→「改製原戸籍（かいせいはらこせき）」は法改正前の古い形式の戸籍です。「除籍謄本」は全員が転籍・死亡などで抜けた戸籍です。どちらも「出生から死亡まで」をたどる際に必要になることがあります。\nQ.戸籍の取り寄せを専門家に頼める？\n→司法書士や行政書士に依頼すれば、職権で戸籍を一括取得してもらえます。費用は数万円程度ですが、自分で複数の自治体に郵送請求する手間と時間を大幅に削減できます。
RN-M3-10,相続手続きを進める代表者を相続人の間で話し合って決める。各機関との窓口を一本化して手続きを効率化するため。,相続人それぞれがバラバラに動くと混乱の原因になります。代表者を1人決めて窓口を一本化しましょう。,,なし,1. 相続人全員で話し合い、窓口となる代表者を1人決める\n2. 他の相続人から委任状をもらう\n3. LINEグループ等で連絡手段を決める,1. 法律上の義務ではありませんが、実務上スムーズになります。代表者に遺産の分け方を決める権限はありません。\n2. 委任状のフォーマットは各機関の窓口でもらえます。\n3. 進捗を定期的に共有してください。,,,,代表者が決まり、全相続人に共有されている。,Q.法律上の義務？→義務ではありませんが、実務上はスムーズに進みます\nQ.代表者の権限は？→手続きの窓口役です。遺産分割の内容を勝手に決める権限はありません\nQ.意見が合わない→弁護士に相談するか、家庭裁判所の調停を利用してください
RN-M3-11,相続人全員で遺産の分け方を話し合い、合意した内容を「遺産分割協議書」にまとめる。全員の署名・実印・印鑑証明書が必要。,不動産の名義変更、銀行口座の解約・払戻し、相続税申告で必要な重要書類です。,,相続財産目録（RN-M3-07）、戸籍・印鑑証明書（RN-M3-03）、各相続人の実印,1. 財産目録をもとに分け方を全員で話し合う\n2. 全員合意→遺産分割協議書を作成\n3. 全員が署名＋実印を押印＋印鑑証明書を添付\n4. 人数分の部数を作成する,1. 法定相続分を参考にしつつ、合意があれば自由な割合で分けられます。\n2. 記載内容：被相続人の情報・全相続人の氏名・各財産の取得者（具体的に記載）。\n3. 認印では銀行等の手続きで受付不可。必ず実印で。遠方の相続人→郵送リレー方式（書留で追跡番号を共有）。\n4. まとまらない場合→家庭裁判所の遺産分割調停（0164-23-2813）または弁護士に相談。,,,,協議書が完成し、全相続人の署名・実印・印鑑証明書が揃っている。,Q.相続人が遠方にいる→郵送で順番に署名・押印していくリレー方式が一般的です\nQ.まとまらない場合→家庭裁判所の遺産分割調停を利用するか、弁護士に相談してください\nQ.自分で作成できる？→可能ですが、不動産がある場合は司法書士への依頼をおすすめします\nQ.戸籍謄本とは？\n→故人の家族関係（配偶者・子供など）を証明する公的書類です。\nQ.「出生から死亡まで」の戸籍はなぜ必要？\n→相続人が誰なのかを正式に確認するためです。婚姻・離婚・養子縁組などで戸籍が変わるため、すべての変遷をたどる必要があります。\nQ.戸籍はどこで取れる？\n→故人の本籍地の市区町村役場で取得できます。本籍地が複数回変わっている場合は、それぞれの自治体から取り寄せが必要です。郵送請求も可能です。\nQ.戸籍の広域交付制度とは？\n→令和6年（2024年）3月から、最寄りの市区町村窓口で他の自治体の戸籍もまとめて取得できるようになりました。ただし一部対応していない自治体もあるため、事前に電話確認をおすすめします。\nQ.戸籍の取得費用は？\n→戸籍謄本は1通450円、除籍謄本・改製原戸籍は1通750円です。本籍地の変更回数が多いと、合計で数千円〜2万円程度かかることがあります。\nQ.「原戸籍」「除籍謄本」とは？\n→「改製原戸籍（かいせいはらこせき）」は法改正前の古い形式の戸籍です。「除籍謄本」は全員が転籍・死亡などで抜けた戸籍です。どちらも「出生から死亡まで」をたどる際に必要になることがあります。\nQ.戸籍の取り寄せを専門家に頼める？\n→司法書士や行政書士に依頼すれば、職権で戸籍を一括取得してもらえます。費用は数万円程度ですが、自分で複数の自治体に郵送請求する手間と時間を大幅に削減できます。\nQ.相続登記に必要な戸籍は？\n→故人の出生から死亡までの戸籍に加え、相続人全員の現在の戸籍謄本が必要です。2024年4月から相続登記が義務化されており、相続を知った日から3年以内に申請が必要です。
RN-M3-12,故人名義の農地（田・畑）について北竜町農業委員会に届出する。届出を怠ると10万円以下の過料の対象。耕作できない場合は農業委員会に相談すれば貸付等の制度を案内してもらえる。,農地法により届出が義務付けられています。,北竜町農業委員会（役場内）,届出書、登記事項証明書（または遺産分割協議書コピー）、届出者の本人確認書類,1. 故人名義の農地（田・畑）があるか確認する\n2. 農業委員会に電話して届出書を入手\n3. 必要書類を添付して提出\n4. 耕作予定がない場合は農地バンク等の制度を相談,1. 固定資産税通知書で確認できます。届出しないと10万円以下の過料。\n2. 北竜町役場内の農業委員会（0164-34-2111）。「農地所有者が亡くなりました。相続の届出をしたい」と伝えてください。\n3. 添付書類：登記事項証明書（または遺産分割協議書コピー）・届出者の本人確認書類。\n4. 農地中間管理機構への貸付等を案内してもらえます。売却には農業委員会の許可が必要。,平日 8:30-17:15,北海道雨竜郡北竜町字和11-1,0164-34-2111,農業委員会への届出が完了。,Q.農業をやるつもりがない→届出は必要です。耕作できない旨を相談すれば、農地中間管理機構への貸付等を案内してもらえます\nQ.届出しないとどうなる？→10万円以下の過料の対象になります\nQ.農地を売りたい→農業委員会の許可が必要です
RN-M4-01,故人の1月1日から死亡日までの所得について、相続人が代わりに確定申告（「準確定申告」）を行う。,一定の所得がある場合、4か月以内に申告する義務があります。申告しないと加算税・延滞税のリスクがあります。,深川税務署,源泉徴収票、確定申告関連書類（医療費領収書・保険料控除証明書等）、本人確認書類、「確定申告書付表」,1. 準確定申告が必要か判断する\n2. 必要な場合→源泉徴収票・領収書等を集める\n3. 確定申告書と「付表」を作成し相続人全員が署名\n4. 深川税務署に提出する（郵送可）,1. 年金400万円以下＆他の所得20万円以下→原則不要。事業/不動産所得あり→必要。判断できなければ深川税務署（0164-23-2191）に電話で確認。\n2. 所得計算期間は1月1日〜死亡日。\n3. 国税庁Web「確定申告書等作成コーナー」で作成可。\n4. 深川税務署：北海道深川市4条15番3号。不動産/事業所得がある場合は税理士への依頼を推奨。,平日 8:30-17:00,深川税務署：北海道深川市4条15番3号,0164-23-2191,要否判定済み。必要な場合は申告書提出済み。,Q.年金収入だけの場合→年金400万円以下で他の所得20万円以下なら原則不要です。ただし医療費控除で還付を受けられる場合は申告がお得です\nQ.自分でできる？→単純なケースなら可能です。不動産・事業所得がある場合は税理士をおすすめします\nQ.期限を過ぎたら→期限後申告は可能ですが、加算税・延滞税がかかることがあります
RN-M4-02,故人の1月1日から死亡日までの医療費が10万円を超えている場合、準確定申告で医療費控除を申告すると税金が還付される可能性がある。申告義務がなくても還付申告はできる。,死亡前に入院・手術をしていた場合、医療費が高額になっていることが多く、還付金が数万〜数十万円になることがあります。「申告義務がない＝申告しなくていい」ではなく、還付を受ける権利があります。,深川税務署,医療費の領収書、故人の源泉徴収票、届出人の本人確認書類、振込先口座,1. 故人の1月1日〜死亡日の医療費領収書を集める\n2. 合計が10万円を超えるか確認する\n3. 超える場合は準確定申告書を作成して医療費控除を申告する\n4. 深川税務署に提出する（郵送可）,1. 病院・薬局・介護サービスの領収書をすべて集めてください。通院の交通費（電車・バス）も対象です。\n2. 厳密には「10万円または総所得の5%のいずれか低い方」を超えた分が控除対象です。\n3. 準確定申告（RN-M4-01）と一緒に行えます。RN-M4-01で「申告不要」と判定された方でも、還付申告だけを行うことは可能です。国税庁Web「確定申告書等作成コーナー」で作成できます。\n4. 深川税務署（0164-23-2191）。還付金は1〜2か月後に振込。還付申告の期限は5年間なので急がなくて大丈夫ですが、領収書の紛失を防ぐため早めの整理をおすすめします。,平日 8:30-17:00,深川税務署：北海道深川市4条15番3号,0164-23-2191,医療費控除の該当有無を確認済み。該当する場合は申告書を提出済み。,Q.10万円を超えるかわからない→領収書を集めて合計してみてください。超えなければ申告不要です\nQ.申告義務がなくても還付申告できる？→はい。還付を受けるための申告は義務がなくてもできます\nQ.介護費用も対象？→おむつ代（医師の証明あり）、訪問看護、デイサービスの一部が対象です。税務署に確認してください
RN-M10-01,"相続財産の総額が基礎控除額（3,000万円＋600万円×相続人の数）を超えるか確認する。超える場合は10か月以内に相続税の申告・納付が必要。",基礎控除を超える場合のみ課税されます。特例を使って税額ゼロでも、申告は必要です。,深川税務署,相続財産目録（RN-M3-07）、不動産評価書類、残高証明書等,"1. 基礎控除額を計算（3,000万＋600万×相続人数）\n2. 財産総額 ≦ 基礎控除→申告不要\n3. 財産総額 ＞ 基礎控除→申告が必要\n4. 税理士への依頼を検討する","1. 例）相続人2人→4,200万円、3人→4,800万円。\n2. —\n3. 特例で税額ゼロでも申告は必要。期限は死亡日から10か月以内。\n4. 費用目安：遺産総額の0.5〜1%。深川税務署（0164-23-2191）。北竜町の農地には「納税猶予の特例」がある場合あり。",平日 8:30-17:00,深川税務署：北海道深川市4条15番3号,0164-23-2191,要否判定済み。必要な場合は税理士に依頼済みまたは準備中。,"Q.相続人2人の場合の非課税枠は？→4,200万円までは非課税です\nQ.税理士の費用は？→遺産総額の0.5〜1%が目安です\nQ.農地に特別な制度はある？→農業相続人には「納税猶予の特例」があります"
RN-M10-05,遺産分割協議の確定後、故人名義の銀行口座を解約して預金を受け取る。,口座凍結後の預金は遺産分割協議書等を提出しないと引き出せません。,各銀行の窓口,遺産分割協議書/遺言書、戸籍謄本一式/法定相続情報一覧図、相続人全員の印鑑証明書、本人確認書類、通帳・カード、銀行所定の相続届出書,1. 各銀行から相続届出書を取り寄せる\n2. 必要書類を揃える\n3. 銀行窓口で手続きし払戻し先口座を指定,1. 遺産分割協議（RN-M3-11）確定後に手続き可能。\n2. 主な必要物：銀行所定の届出書（全員の署名・実印）・遺産分割協議書・戸籍一式 or 法定相続情報一覧図・印鑑証明書・本人確認書類・通帳/カード。\n3. 処理に1〜3週間。法定相続情報一覧図があれば複数行を並行して進められます。,平日 9:00-15:00（窓口）,{要確認：北空知信金、JAきたそらち、北洋銀行深川支店、ゆうちょ銀行等},{要確認：各銀行の電話番号},全銀行口座の解約・払戻し完了、相続人口座に振込済み。,Q.遺産分割前に一部引き出せる？→「相続預金の払戻し制度」で各口座残高×1/3×法定相続分（上限150万円）まで引き出せます\nQ.通帳を紛失した→通帳なしで手続きできます\nQ.銀行ごとに個別手続き？→はい。法定相続情報一覧図があると効率的です\nQ.戸籍謄本とは？\n→故人の家族関係（配偶者・子供など）を証明する公的書類です。\nQ.「出生から死亡まで」の戸籍はなぜ必要？\n→相続人が誰なのかを正式に確認するためです。婚姻・離婚・養子縁組などで戸籍が変わるため、すべての変遷をたどる必要があります。\nQ.戸籍はどこで取れる？\n→故人の本籍地の市区町村役場で取得できます。本籍地が複数回変わっている場合は、それぞれの自治体から取り寄せが必要です。郵送請求も可能です。\nQ.戸籍の広域交付制度とは？\n→令和6年（2024年）3月から、最寄りの市区町村窓口で他の自治体の戸籍もまとめて取得できるようになりました。ただし一部対応していない自治体もあるため、事前に電話確認をおすすめします。\nQ.戸籍の取得費用は？\n→戸籍謄本は1通450円、除籍謄本・改製原戸籍は1通750円です。本籍地の変更回数が多いと、合計で数千円〜2万円程度かかることがあります。\nQ.「原戸籍」「除籍謄本」とは？\n→「改製原戸籍（かいせいはらこせき）」は法改正前の古い形式の戸籍です。「除籍謄本」は全員が転籍・死亡などで抜けた戸籍です。どちらも「出生から死亡まで」をたどる際に必要になることがあります。\nQ.戸籍の取り寄せを専門家に頼める？\n→司法書士や行政書士に依頼すれば、職権で戸籍を一括取得してもらえます。費用は数万円程度ですが、自分で複数の自治体に郵送請求する手間と時間を大幅に削減できます。
RN-M10-07,故人名義の自動車の名義変更（移転登録）または廃車（抹消登録）を行う。故人名義のままでは車検更新や売却ができない。,故人名義のままだと車検更新も売却もできません。自動車税の納付義務も残ります。,普通車：旭川運輸支局／軽：軽自動車検査協会,車検証、故人の戸籍謄本、遺産分割協議書、相続人の印鑑証明書・車庫証明書・委任状,1. 車検証で故人名義を確認\n2. 使い続ける→名義変更、手放す→廃車 or 売却\n3. 普通車→旭川運輸支局、軽→軽自動車検査協会\n4. 自動車保険の名義変更も忘れずに行う,1. 所有者がディーラー/ローン会社の場合は先に所有権解除が必要。\n2. 売却する場合はまず名義変更が必要。\n3. 旭川運輸支局（050-5540-2003、平日8:45-16:00）。必要物：車検証・戸籍謄本・遺産分割協議書・印鑑証明書・車庫証明書。代行はディーラー/行政書士に依頼可（1〜3万円）。\n4. →RN-D14-12。,平日 8:45-16:00（運輸支局）,旭川運輸支局：北海道旭川市春光町10番地,050-5540-2003,名義変更/廃車手続きが完了。,Q.売却したい→まず名義変更してから売却してください\nQ.自動車税は？→名義変更すると新しい所有者に課税されます。廃車は月割で還付されます\nQ.手続きを代行してほしい→ディーラーや行政書士に依頼できます（1〜3万円程度）
RN-M10-08,故人の運転免許証を最寄りの警察署に返す。法律上の義務ではないが悪用防止のために推奨。返さない場合はハサミで裁断して処分。,悪用防止のために返却が推奨されています。,最寄りの警察署（深川警察署）,故人の運転免許証、届出人の本人確認書類（求められる場合）,1. 深川警察署に持参して返却\n2. 記念に残したい場合は穴あけ処理を依頼\n3. 返却しない場合はICチップ部分をハサミで裁断,1. 深川警察署（0164-23-0110、平日8:30-17:15）。返却は義務ではなく罰則もありません。\n2. —\n3. 深川に行くついでに対応するのがおすすめです。,平日 8:30-17:15,深川警察署：北海道深川市5条1番12号,0164-23-0110,運転免許証を返却済みまたは裁断処分済み。,Q.返さないと罰則がある？→ありません。悪用防止のための推奨です\nQ.記念に残したい→穴あけ処理をして返却してもらえる場合があります\nQ.本人確認書類として使えていたが？→死亡後は本人確認書類としては使えません
RN-Y3-01,故人名義の土地・建物の名義を相続人に変更する「相続登記」を法務局に申請する。固定資産評価証明書は北竜町役場で取得可能。,2024年4月から義務化されました。3年以内に申請しないと10万円以下の過料の対象になります。登記しないと売却も担保設定もできません。,旭川地方法務局（本局）,登記申請書、戸籍謄本一式/法定相続情報一覧図、遺産分割協議書/遺言書、印鑑証明書、固定資産評価証明書、住民票、登録免許税（評価額の0.4%）,1. 固定資産評価証明書を役場で取得する\n2. 登記申請書を作成する（法務局Webに記載例あり）\n3. 必要書類を揃え、登録免許税（評価額×0.4%）を計算\n4. 法務局に申請する（窓口 or 郵送）\n5. 登記識別情報通知を受け取り安全に保管,1. 約300円。\n2. —\n3. 必要物：申請書・戸籍一式 or 法定相続情報一覧図・遺産分割協議書・印鑑証明書・新所有者の住民票・固定資産評価証明書。登録免許税は収入印紙で納付。\n4. 旭川地方法務局本局（0166-38-1111）。1〜2週間で完了。郵送申請も可。法務局の「登記手続案内」（予約制・無料）で書き方を教えてもらえます。\n5.【重要】2024年4月から義務化。3年以内に未申請だと10万円以下の過料。登記識別情報は紛失すると再発行不可。農地も相続登記が必要（農業委員会届出とは別）。複雑な案件は司法書士に依頼（1件5〜10万円目安）。,平日 8:30-17:15,旭川地方法務局：北海道旭川市宮前1条3丁目3番15号,0166-38-1111,全不動産の相続登記が完了し、登記識別情報通知を受領済み。,Q.自分でできる？→単純な案件なら可能です。法務局の「登記手続案内」（予約制）で無料相談できます\nQ.司法書士の費用は？→1件5〜10万円程度です\nQ.農地も登記が必要？→はい。農業委員会への届出（RN-M3-12）とは別に登記も必要です
